"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"BZW1",0.21082295527239,0.251530684963384,0.404,0.481,1
"AGFG2",0.210832912078656,0.323139707435575,0.015,0.018,1
"TAF5L",0.210869533997503,0.269141728591054,0.022,0.025,1
"R3HCC1L",0.21101946563711,1.06822059595153,0.036,0.033,1
"NPAT",0.211373380152008,1.09948762583012,0.055,0.063,1
"UBE2W",0.211394227045922,0.508426394204224,0.115,0.129,1
"ERMAP",0.211767884361434,0.879511396301246,0.016,0.014,1
"PRELID2",0.21178428005425,0.418880429357151,0.01,0.012,1
"RP11-127B20.3",0.212227439927199,1.12728037759497,0.012,0.01,1
"ZCCHC17",0.21239963846331,0.626939327961864,0.128,0.145,1
"TMEM9B",0.212562124036406,0.54181474264294,0.27,0.293,1
"GXYLT1",0.21274797618992,1.06348746679394,0.043,0.04,1
"XAF1",0.212877915906973,0.551836210864049,0.069,0.077,1
"SZT2",0.212974506825911,1.33395825453078,0.015,0.012,1
"TMEM219",0.212989481513037,0.421051634903258,0.407,0.485,1
"TUFT1",0.213177722048744,1.05964315870852,0.019,0.016,1
"SLC22A5",0.21336285647083,1.03828516634019,0.013,0.011,1
"KIAA0753",0.213389379150588,0.735170092701336,0.012,0.01,1
"HSPBAP1",0.213410959577332,0.568720647832953,0.046,0.052,1
"PHF5A",0.213764548985498,0.784204366743577,0.114,0.13,1
"RNF19B",0.213833408463813,0.802441667710491,0.063,0.059,1
"ARIH1",0.213896746204695,0.584103452536005,0.132,0.149,1
"RAD18",0.214036116445509,0.587782708991668,0.016,0.019,1
"MTDH",0.214051773918157,0.231021272411215,0.514,0.652,1
"ACRBP",0.214120224792826,0.13381258661096,0.01,0.013,1
"HARBI1",0.214420776808699,1.0045257637814,0.011,0.013,1
"CNTNAP3B",0.214595337197262,0.729820941351148,0.012,0.015,1
"ZNF649",0.214719434404593,0.621185773925824,0.015,0.012,1
"TRIM14",0.215026315378096,0.51268961990483,0.036,0.032,1
"NR3C1",0.215043287920643,0.668624898684445,0.226,0.244,1
"GPN3",0.215174550803098,0.770038414938851,0.111,0.11,1
"HERC4",0.21517923969092,0.861706736183145,0.066,0.063,1
"XRCC5",0.215433598233891,0.498526826157085,0.352,0.402,1
"WDR81",0.216109794542184,0.272209359987661,0.03,0.034,1
"SRP14-AS1",0.216456463786703,1.174988645871,0.022,0.025,1
"HTT",0.216620603392135,0.783291102834785,0.058,0.054,1
"CHST12",0.216648404111551,1.1556039790672,0.121,0.124,1
"MON1B",0.216740677985681,0.71295144688671,0.067,0.064,1
"SLC26A6",0.216742258993463,0.656231095990952,0.017,0.02,1
"SNHG12",0.217039994815526,0.450362828934809,0.097,0.108,1
"CAMKMT",0.217231628241118,0.687728500957787,0.021,0.025,1
"FAS",0.217822655490958,0.815572037046456,0.064,0.073,1
"CTAGE5",0.218249410954944,0.97307572294841,0.031,0.036,1
"SRF",0.218262626597227,1.02860126177041,0.038,0.035,1
"KANSL2",0.218542775397641,1.04787065193962,0.059,0.056,1
"TRIM16",0.21863747900342,0.473089882943995,0.025,0.028,1
"GOLGA1",0.218758144951221,1.1763414670865,0.024,0.021,1
"FAM21A",0.218874391979534,0.631840414864393,0.053,0.06,1
"RP11-12G12.7",0.219100770554304,0.604352235496468,0.022,0.025,1
"VPS41",0.219354926475923,0.365025026290326,0.078,0.086,1
"RNF114",0.219647025437591,0.534696675293218,0.228,0.267,1
"GTPBP2",0.2197815120771,0.684986301736324,0.02,0.017,1
"SSC5D",0.219909497083948,-0.146004228407377,0.008,0.01,1
"PPARG",0.219919062890952,0.483031999487803,0.135,0.152,1
"TMEM242",0.220070984306185,0.874658364653319,0.095,0.093,1
"BOD1",0.220356396309474,0.567750782377828,0.108,0.121,1
"CAAP1",0.220531719744717,0.590338668433217,0.048,0.054,1
"HAUS3",0.220580423540621,0.927198469370993,0.027,0.032,1
"MARCH1",0.220649516600641,0.532148458365289,0.103,0.099,1
"CENPBD1",0.220724210341457,0.415168366506331,0.016,0.019,1
"NFAT5",0.221038529420908,0.837747237267454,0.118,0.119,1
"PQLC1",0.221311070134133,0.49817375243167,0.062,0.07,1
"ZNF398",0.221461881830331,0.974823091589247,0.016,0.013,1
"TM7SF3",0.221662432524516,0.655803523742939,0.094,0.106,1
"SMARCA4",0.221669983544077,0.739843852467573,0.099,0.096,1
"C19orf47",0.221853943833585,0.52681312373214,0.012,0.014,1
"SNHG21",0.221935434566696,0.92351532866055,0.031,0.027,1
"ZNF35",0.222297442702962,0.951558514677322,0.016,0.013,1
"MCOLN1",0.22232379893332,0.52703747623015,0.16,0.163,1
"LRG1",0.222620538158028,0.558584139476329,0.053,0.049,1
"ZNF891",0.222697655613652,0.867199683472557,0.016,0.013,1
"GPR157",0.222937713104685,0.900869988197586,0.027,0.024,1
"GJA1",0.223117178743609,0.542303973851773,0.065,0.061,1
"CLDN15",0.223224445398399,0.699317136455893,0.019,0.022,1
"HDAC5",0.223572730672939,1.05480775281899,0.079,0.077,1
"C6orf106",0.22361298494521,1.04456875755975,0.056,0.053,1
"ACAA1",0.223964294324329,0.434752621956289,0.196,0.223,1
"NFKBIZ",0.224529448259962,0.521419106630953,0.405,0.47,1
"SAP30L",0.224740645426139,1.06224039874648,0.023,0.02,1
"DHX37",0.225029897267111,0.439720118070042,0.017,0.02,1
"GPHN",0.225152133493818,0.395412201091176,0.018,0.022,1
"C1orf159",0.225391917421967,0.562209591655323,0.011,0.014,1
"ZNF573",0.225396807172962,0.496435870083301,0.012,0.009,1
"CLK1",0.225427684523121,0.426454626332853,0.424,0.5,1
"TRAPPC2",0.225513252945324,0.799949145106132,0.044,0.05,1
"ZNF626",0.225774585620716,0.934730616944299,0.031,0.028,1
"HVCN1",0.226119151160613,0.447616642566296,0.054,0.05,1
"ZNF440",0.226237285111681,1.04712543888185,0.014,0.012,1
"AP5M1",0.226723324885353,0.683811592817186,0.075,0.084,1
"FBXL17",0.226804047319055,0.821818392506705,0.036,0.033,1
"ZNF780B",0.226870158511375,0.618182609243442,0.011,0.014,1
"ZKSCAN5",0.227000333539988,0.657907919490269,0.011,0.014,1
"RP11-88E10.5",0.227099493158607,0.421882090927599,0.01,0.013,1
"FAM129A",0.227415859824187,0.654182560303459,0.079,0.088,1
"TBP",0.227439283144846,0.490374881707953,0.03,0.034,1
"ZNF292",0.22756845555559,0.928417013449365,0.119,0.121,1
"UBAP2",0.22770817395372,0.766460311695763,0.063,0.059,1
"TAF1A",0.22808512488676,0.120454545527473,0.011,0.014,1
"AMFR",0.228338747647922,0.686705633490365,0.058,0.065,1
"LINC00665",0.228525919317892,0.513055380159532,0.008,0.01,1
"HEXDC",0.228608003875554,1.07680259768865,0.036,0.033,1
"CMPK1",0.228900963847706,0.444977484845401,0.309,0.373,1
"STARD8",0.229008708121683,0.837656125003338,0.018,0.021,1
"PPP3R1",0.229439582700242,0.577642975604158,0.084,0.095,1
"ZNF304",0.229519567281594,1.16005402976229,0.011,0.009,1
"PGM5",0.229650388426774,0.105803398926698,0.015,0.018,1
"DOCK7",0.229990759769347,0.3137134445999,0.029,0.033,1
"GNG2",0.23090154129226,1.11327383194504,0.064,0.073,1
"TRAPPC6A",0.230976771350585,0.654327744998138,0.15,0.171,1
"LRRC40",0.231014334925085,0.99562635136814,0.043,0.04,1
"MED18",0.231464545013986,0.66357278721983,0.013,0.016,1
"EBPL",0.231651279533011,0.632684180639066,0.199,0.212,1
"KLHDC10",0.231925061378554,0.748511125588762,0.04,0.037,1
"GEMIN4",0.23208190310669,0.855716085135495,0.017,0.014,1
"ANKRD17",0.232302106039329,0.84824434293907,0.097,0.095,1
"ZNF143",0.232410657702514,0.850274640330718,0.049,0.045,1
"RABGGTA",0.232835305789016,0.537395952691044,0.07,0.078,1
"CHD7",0.232924319626658,0.890609479715949,0.042,0.048,1
"SYTL2",0.233656381117634,0.989879056930433,0.024,0.021,1
"MICAL3",0.234583233670021,0.420428858463569,0.011,0.014,1
"MSANTD2",0.234785442399187,1.14638040505887,0.019,0.016,1
"ZNF583",0.234879998664246,1.23332514948855,0.017,0.015,1
"STK26",0.235715368411807,0.715791877952884,0.028,0.032,1
"ZNHIT6",0.235778645799347,0.914380405242334,0.042,0.038,1
"ZNF226",0.235854058742547,0.587956650552406,0.058,0.065,1
"SUPV3L1",0.235858688134059,1.05614920202939,0.048,0.044,1
"HDAC6",0.23597943864958,1.05993421122378,0.036,0.033,1
"CNIH3",0.236303732309556,0.370977674579947,0.009,0.011,1
"IFT43",0.237050194600355,0.506843134411049,0.08,0.089,1
"TRMT10A",0.237163642940707,0.50457352583517,0.019,0.022,1
"ZNF18",0.237218988700125,0.509071945847672,0.011,0.013,1
"RP11-195F19.5",0.237286170134554,0.905523112090884,0.021,0.018,1
"DGCR6",0.237758232610917,0.759421604458706,0.022,0.026,1
"FAM98A",0.2379073663775,0.786613930433611,0.056,0.063,1
"AAR2",0.238045591977283,0.655433596318568,0.044,0.05,1
"ABCG1",0.23809114000741,0.39577590135553,0.107,0.118,1
"MRPS28",0.238108754965612,0.615869308233756,0.094,0.105,1
"TOR4A",0.238395606966385,1.13750854496544,0.036,0.033,1
"DLD",0.238711842078146,0.453677868645953,0.166,0.167,1
"COMT",0.23876229167004,0.385233390653811,0.364,0.411,1
"SLC25A20",0.239047147987049,1.05961359683874,0.034,0.031,1
"SUSD1",0.239704800216484,0.108247645673861,0.024,0.027,1
"MAPK1",0.240735997761297,0.645393125107626,0.159,0.162,1
"WDR27",0.240885445330967,0.647640180471266,0.01,0.012,1
"ATXN3",0.241210795283015,0.793566134121927,0.11,0.109,1
"INPP4B",0.241448127327499,0.647310479228803,0.023,0.027,1
"MED6",0.241640888853969,0.790402625497066,0.097,0.11,1
"U2AF1",0.242038327709527,0.582058238892987,0.075,0.084,1
"YLPM1",0.242167100998871,0.848245053322106,0.057,0.053,1
"GRAMD1C",0.242235553099967,0.353960946069058,0.008,0.01,1
"IP6K2",0.24233180295775,0.650013224745673,0.126,0.142,1
"BIRC2",0.242532994059431,0.63592966604305,0.15,0.171,1
"MTRF1",0.242861974749092,1.00365554000755,0.018,0.015,1
"GPATCH1",0.243264216870917,1.28106861245817,0.021,0.018,1
"LRRC47",0.24380193669524,0.737504722556389,0.081,0.091,1
"DOCK5",0.243856099351763,0.795628056880308,0.05,0.047,1
"CES4A",0.243969396760009,1.39503890309124,0.013,0.011,1
"C10orf11",0.244143477090233,0.314975973822975,0.096,0.105,1
"TAF8",0.244226067425974,0.694764889188288,0.048,0.054,1
"EIF3G",0.24461856000718,0.27385705195255,0.463,0.591,1
"SIPA1L2",0.244896431777536,0.721485712525844,0.049,0.045,1
"TCAIM",0.244916445112706,0.746976491741086,0.058,0.055,1
"TANK",0.245510105339619,0.416402595153349,0.239,0.274,1
"YPEL1",0.245673019824882,1.36589925267731,0.017,0.015,1
"CCDC50",0.245770861277519,0.657642929128844,0.184,0.213,1
"NCOA5",0.245837265605464,0.563920298440824,0.021,0.024,1
"PSKH1",0.246540456709163,1.01620975567186,0.014,0.012,1
"CSNK2A1",0.246708167067361,0.682870648772276,0.108,0.122,1
"ATF1",0.246858449923597,0.566862235973811,0.098,0.109,1
"ZNF37A",0.246992016164095,1.014013674817,0.055,0.052,1
"ABCA2",0.247344441019572,1.2224306116505,0.01,0.008,1
"DIDO1",0.248103698749084,0.890564893114089,0.053,0.05,1
"DTNB",0.24870167882996,0.557812457732474,0.023,0.026,1
"BBS7",0.248728586757668,0.696407935696913,0.029,0.033,1
"DMXL1",0.249505695378003,0.762200335259901,0.066,0.063,1
"ABI2",0.249697059588536,1.00433522444027,0.079,0.077,1
"AC013461.1",0.249846457224172,0.478654478023471,0.114,0.127,1
"NUCB1",0.250025788780347,0.342130903345342,0.355,0.433,1
"PVRL4",0.250216888325374,0.167095671545299,0.013,0.011,1
"OPTN",0.25036571322325,0.830007757350868,0.127,0.147,1
"TTN-AS1",0.250724857876842,0.978136039344866,0.02,0.018,1
"YIPF4",0.251009801705742,0.679063959837243,0.187,0.217,1
"TBCE",0.251046100597554,0.576832791620319,0.028,0.032,1
"DICER1",0.251214150680511,0.709845397681561,0.127,0.128,1
"PHACTR1",0.251339230697475,0.308967968651682,0.228,0.253,1
"S1PR3",0.251941832428148,1.18184085926121,0.011,0.009,1
"FHIT",0.252003410787079,0.662210183282639,0.033,0.038,1
"AHSA2",0.252130551604846,0.850021456016404,0.049,0.046,1
"SSU72",0.252467693162778,0.377458831820771,0.372,0.46,1
"LONRF3",0.253337148676792,0.118427770860024,0.021,0.024,1
"SENP1",0.25338417084452,1.40238590525282,0.02,0.017,1
"GFM2",0.253466575802754,0.624126413739341,0.024,0.028,1
"LRRC61",0.253527510378308,0.930581532851162,0.016,0.014,1
"IPO8",0.254008018190248,0.86992059971707,0.047,0.044,1
"TPRG1",0.254227093183423,0.344518184672286,0.016,0.019,1
"RRBP1",0.254789979121074,0.765688221597272,0.303,0.351,1
"TOE1",0.25496628208702,1.1407418381514,0.027,0.024,1
"PTPRO",0.255193034460242,0.174027118147945,0.028,0.032,1
"ITGB5",0.255433454833083,0.610756352522535,0.04,0.037,1
"CWC27",0.256120669352255,0.59039932832594,0.088,0.098,1
"ASB3",0.256442610017273,0.899485848628512,0.024,0.027,1
"COBLL1",0.25670915101108,1.35463574910936,0.093,0.093,1
"KDM6A",0.257696061377511,0.505200177247582,0.039,0.044,1
"GID4",0.257927389278115,0.494913807750834,0.023,0.027,1
"RBBP7",0.258584354284438,0.766670986746743,0.173,0.181,1
"RDH5",0.259153758799368,1.09448924565036,0.012,0.01,1
"POMT1",0.259485550900274,0.626010100293529,0.019,0.023,1
"CMTR1",0.259857362854628,1.15313496576152,0.023,0.02,1
"SLC45A4",0.259885449012713,0.880678799907213,0.012,0.01,1
"SET",0.260015323875788,0.411935787988374,0.426,0.5,1
"RP4-728D4.2",0.261288156590325,0.97586884875397,0.018,0.021,1
"TYW3",0.262702900004871,0.617721011759948,0.092,0.102,1
"IPCEF1",0.263271522965015,0.325681541958807,0.011,0.014,1
"ZNF33A",0.26346784255292,0.825200689160833,0.074,0.083,1
"C20orf194",0.263793913900338,0.635133903748379,0.044,0.04,1
"GRASP",0.263865675333126,0.89561080896294,0.085,0.084,1
"ZNF444",0.264147032799315,0.76444188850725,0.048,0.054,1
"AP4S1",0.264340723261992,0.550672746398913,0.027,0.03,1
"NDUFA2",0.264362108620103,0.336951928446676,0.412,0.512,1
"CTC-444N24.11",0.264605705919474,1.04933980304285,0.053,0.05,1
"ANO10",0.264645844806235,0.872007914142965,0.038,0.035,1
"GOSR1",0.26469962059635,0.824518300224948,0.116,0.118,1
"DHX57",0.264765011416901,1.14017966991098,0.019,0.016,1
"CDH26",0.264769301673338,0.786589319812942,0.011,0.009,1
"USP45",0.266343095813925,0.92485468707225,0.017,0.019,1
"TTC21A",0.266404136865906,0.688173314199712,0.01,0.012,1
"IGHMBP2",0.266559316836887,0.726614698775123,0.018,0.021,1
"DISC1",0.266634954182505,0.368791231197059,0.009,0.011,1
"NIPSNAP3A",0.267538546266885,0.39162486938019,0.123,0.136,1
"LEAP2",0.267612858287927,0.689141773363813,0.028,0.031,1
"TMEM177",0.267689158562296,0.471887193568577,0.008,0.01,1
"HEATR5B",0.267746223590093,0.287574909991328,0.04,0.044,1
"GPATCH2L",0.267827682990731,0.561934387662312,0.09,0.1,1
"RIPK1",0.267908891139099,0.700550732860134,0.032,0.036,1
"ATP6V1E1",0.268073369272145,0.375938573029325,0.319,0.378,1
"ADCY6",0.268160685776455,0.888910925918299,0.01,0.008,1
"DDX28",0.26828763156078,0.813040556093201,0.036,0.033,1
"PPP6R2",0.268461542315466,1.06540722038541,0.06,0.057,1
"PARP10",0.268467650507796,0.525612456866777,0.062,0.069,1
"MORN2",0.268783623628064,0.490280452098701,0.065,0.061,1
"PRDX2",0.269150242755639,0.483530557729717,0.318,0.392,1
"SEC23A",0.269403224151178,0.689780375229652,0.095,0.107,1
"PHF12",0.269586459586283,0.6602820787491,0.036,0.04,1
"N4BP3",0.269684224486696,1.63042255762266,0.013,0.011,1
"MOXD1",0.269813052184967,0.683935688128006,0.019,0.017,1
"TRMT13",0.270350407165286,1.05672094044668,0.043,0.04,1
"HSF4",0.270876609271004,1.41319250518789,0.012,0.01,1
"ANKRD13D",0.270915911948968,0.827492193655884,0.045,0.042,1
"LIAS",0.270935050312501,0.857999011518082,0.044,0.041,1
"OXSR1",0.270936924098093,0.820984388390337,0.109,0.109,1
"USP42",0.271259088016097,0.703404020769418,0.042,0.047,1
"KLHL26",0.2714164324466,0.454549544190132,0.014,0.017,1
"NCK1-AS1",0.271477042043723,0.900951100347814,0.017,0.02,1
"KIAA1143",0.271635559303743,0.767626966591469,0.128,0.129,1
"MED24",0.271738129264823,0.445610903567683,0.049,0.055,1
"CCNE2",0.272705412367816,0.987082869562241,0.008,0.01,1
"LETM2",0.273121953974019,1.3304693645517,0.013,0.011,1
"ZMPSTE24",0.27319038289577,0.746973672567996,0.112,0.112,1
"SRGAP3",0.273521925207319,0.457435704748877,0.008,0.01,1
"SCAP",0.273950845863439,0.738998793561737,0.04,0.037,1
"TIMELESS",0.274213956384882,0.322658460378914,0.01,0.012,1
"ERG",0.274268977719597,0.717791419393824,0.049,0.047,1
"RBBP9",0.274796592998615,0.794673219849295,0.022,0.019,1
"GDPD5",0.27501644092439,0.384159394222658,0.008,0.01,1
"SMC1A",0.275092836824077,0.604709139286729,0.116,0.13,1
"DLEU2",0.275220633273823,0.78817929884391,0.021,0.024,1
"AC079922.3",0.275261262009396,1.03879433655139,0.011,0.013,1
"PLCD1",0.275640614271144,0.779455098239982,0.028,0.032,1
"SLC35A5",0.277157526681332,0.867890514408469,0.055,0.052,1
"RAB21",0.277183552142797,0.567835275427191,0.155,0.175,1
"ANKRD40",0.277299408692653,0.926416895801716,0.074,0.072,1
"ARPIN",0.277309219215431,0.583553962898631,0.038,0.035,1
"FBXL12",0.277750607670278,0.684877964911351,0.05,0.056,1
"NLK",0.277768468062007,0.745066847956481,0.028,0.025,1
"TADA1",0.277997163253322,0.275572800679051,0.012,0.014,1
"HIPK1",0.278531277277307,0.546735623581909,0.092,0.103,1
"DNAJC27",0.278562019846777,1.26817297965197,0.018,0.016,1
"GNPTAB",0.278971227330253,0.932927736877674,0.104,0.104,1
"PTCD1",0.278973451371596,1.18677001506973,0.018,0.016,1
"UCK1",0.278979277310476,0.662685145222223,0.046,0.052,1
"SBNO1",0.279105784593529,0.741150769298687,0.102,0.101,1
"FASTKD2",0.279214847987096,0.575416351382546,0.051,0.057,1
"SMC6",0.279335327386198,0.876499044869501,0.074,0.071,1
"DTX3L",0.279625894053177,0.43018194804748,0.06,0.066,1
"QRSL1",0.279897958502016,0.568387237593847,0.04,0.045,1
"CASP1",0.280663502326075,0.310649681232004,0.203,0.227,1
"TMCO3",0.280822958713621,0.674043353889003,0.075,0.083,1
"SMCR5",0.281171511589696,1.18042732249047,0.018,0.015,1
"POLR1A",0.28141838718359,0.389796782240686,0.014,0.016,1
"DMAP1",0.281437325598096,0.622133106504945,0.084,0.094,1
"PUM1",0.281882886192082,0.680965745062685,0.132,0.134,1
"PHF10",0.281940381193879,0.698604932972088,0.056,0.062,1
"SEMA3A",0.282076079073171,1.38636958822692,0.01,0.008,1
"ZNF446",0.282841694431522,0.758542754902646,0.015,0.018,1
"PBXIP1",0.28319854664908,0.716132662064212,0.086,0.097,1
"ZNF689",0.283362958621293,0.552884090845131,0.025,0.029,1
"WDPCP",0.283623637773997,0.595881226539418,0.012,0.014,1
"C1orf109",0.2837086889442,0.740288602433822,0.029,0.033,1
"CALCOCO1",0.284000808718063,0.762706595784205,0.079,0.088,1
"RAB4B",0.284012820277009,0.42738747683606,0.093,0.102,1
"GPR155",0.284214559508859,1.18227056402929,0.032,0.029,1
"PHF6",0.284527324566688,0.746657117011726,0.048,0.054,1
"AREG",0.284911222880097,0.839072910312407,0.415,0.483,1
"ZZEF1",0.284934364921741,0.941649908117878,0.039,0.036,1
"C8orf44",0.284937186016572,0.86238637904512,0.015,0.013,1
"SELM",0.285112570792864,0.515059488156244,0.33,0.362,1
"SYTL3",0.285266531266192,1.28286819699091,0.065,0.063,1
"SIN3B",0.285358845331207,0.742506164366016,0.04,0.045,1
"TOMM20",0.28545989574345,0.352828997971543,0.386,0.479,1
"ERAP1",0.285792145795413,0.814502565074507,0.05,0.047,1
"FXYD6",0.285901301870386,0.515327944258638,0.112,0.125,1
"ORAOV1",0.285997761634937,0.539112460070824,0.024,0.027,1
"NAA38",0.286029877009057,0.443727815344519,0.387,0.458,1
"KBTBD4",0.286124589617676,0.945316994252126,0.027,0.024,1
"TMEM120B",0.286136655522294,1.22364844166802,0.029,0.033,1
"NBAS",0.286377123467274,1.01810608587069,0.038,0.035,1
"AC092580.4",0.286502378664527,1.10306060578721,0.015,0.013,1
"BAHD1",0.287658395811731,0.855041778417924,0.018,0.016,1
"NDUFC1",0.287741167518858,0.625856054244863,0.335,0.393,1
"PIGX",0.287864235530028,0.619142505393751,0.063,0.071,1
"EPB41L4A",0.288084312226627,0.775581083290458,0.032,0.029,1
"HIP1R",0.288100961605936,0.78568756260182,0.024,0.027,1
"FAM98C",0.288982175101143,0.770133496219537,0.056,0.062,1
"CIPC",0.28899202764587,0.361701004684939,0.028,0.031,1
"RP11-192H23.6",0.289083201636231,1.00772048702802,0.012,0.01,1
"KCTD11",0.290205865737532,0.731389177385257,0.015,0.013,1
"RB1",0.290444380961809,0.660686876743279,0.123,0.139,1
"ZCCHC14",0.290541463342687,0.459886438138507,0.026,0.029,1
"RRP15",0.290648474002779,0.815436461318998,0.087,0.085,1
"ANKMY1",0.29076534676511,0.505916797784617,0.013,0.015,1
"PAQR8",0.291218891653043,0.386840062619632,0.012,0.014,1
"ZNF138",0.291265706303641,0.72293418683025,0.021,0.024,1
"SYNCRIP",0.291443018145683,0.378771990156511,0.246,0.281,1
"TERF2",0.29170339334309,0.564149838656029,0.032,0.036,1
"NUP35",0.292628320931118,0.575615435991375,0.034,0.038,1
"RHOT2",0.292792783808203,0.600007921555397,0.095,0.106,1
"MCM9",0.292943556910341,0.952158552519322,0.017,0.015,1
"FBXL4",0.292995448518562,0.963570158400043,0.03,0.027,1
"ARL4C",0.29305196277316,0.899895098977315,0.109,0.123,1
"KLHL8",0.293172688146558,0.884191692825417,0.047,0.044,1
"ATF7",0.293568193020118,0.390140830473361,0.09,0.099,1
"ZNF395",0.293685768086596,0.657906873212972,0.025,0.028,1
"PSMB1",0.294142913393165,0.156117271090001,0.58,0.732,1
"ZNF747",0.294360132071401,1.30752640532526,0.024,0.022,1
"PAXIP1",0.294702437729847,0.482293995483959,0.011,0.014,1
"WDR13",0.294795836965183,0.677847085195228,0.171,0.178,1
"ZNF197",0.294864806813392,0.986505551548542,0.018,0.015,1
"CD8A",0.296336274605877,0.413178769950513,0.017,0.014,1
"TDRD7",0.296366061157069,1.16633460557295,0.016,0.014,1
"GCH1",0.296638047356451,0.793903440249984,0.058,0.064,1
"PTCD2",0.296665450171072,0.405707507898644,0.01,0.012,1
"DCAF16",0.296698820460629,0.743999005708056,0.036,0.04,1
"TMEM160",0.296862906193543,0.505233902830509,0.304,0.368,1
"ATP5S",0.297201531076105,0.817414349074414,0.085,0.083,1
"NCMAP",0.297533242253481,1.06479513914815,0.009,0.01,1
"TFAM",0.297874897476435,0.759958333852402,0.116,0.116,1
"ZSCAN25",0.298358644827232,0.515044795182672,0.011,0.014,1
"AHNAK2",0.298388464776262,1.21050442589164,0.014,0.012,1
"DHTKD1",0.298405269564692,0.878520431143149,0.027,0.031,1
"PHC2",0.298420607221504,0.482011916497966,0.112,0.123,1
"UQCRC2",0.299046890385676,0.325252057730327,0.339,0.401,1
"DLST",0.299610775449746,0.816284376284637,0.08,0.078,1
"PIAS2",0.299968871704163,0.533711017492356,0.062,0.068,1
"SMPD1",0.300011393682433,0.908488624117889,0.081,0.091,1
"NRG1",0.300119955147674,0.436837723237734,0.017,0.02,1
"RP9",0.300448985227746,0.624073206001889,0.046,0.052,1
"RNF123",0.300889090674358,0.425513383436007,0.02,0.023,1
"YPEL2",0.301819112695503,0.59010899515372,0.077,0.074,1
"PBX3",0.301889177605121,0.347645597810314,0.046,0.051,1
"PSMG3-AS1",0.301939209876712,1.17398281182402,0.016,0.014,1
"CTCF",0.302120966269702,0.757527698232014,0.083,0.093,1
"ODF3L1",0.302522125471629,-0.38247668463689,0.008,0.01,1
"MBD5",0.303345247135562,0.657008142725722,0.027,0.031,1
"VANGL1",0.303547681597012,0.922187542174633,0.011,0.009,1
"SLC35D1",0.303634772573017,0.56684460806024,0.019,0.022,1
"RPAP1",0.304216657099531,0.827339540272527,0.017,0.015,1
"GMPR",0.304272343275241,0.615706040210348,0.037,0.034,1
"ZNF211",0.304291350074161,0.989621186218435,0.014,0.017,1
"C1RL-AS1",0.304349640955463,1.12128218995369,0.013,0.011,1
"SPATA24",0.304445150960695,0.747882689256804,0.008,0.01,1
"OSBPL8",0.305358740910854,0.649419757922293,0.209,0.224,1
"MKRN1",0.305517929162096,0.726448822998738,0.211,0.227,1
"SNX11",0.305528836012526,0.616368603675669,0.034,0.038,1
"CENPK",0.305542578652757,0.306299238270318,0.01,0.012,1
"ENSA",0.305647479342006,0.366298850844067,0.399,0.467,1
"ANKRD11",0.305711886075493,0.694969524840519,0.166,0.19,1
"ZNF586",0.306328147743675,0.628795023707141,0.019,0.022,1
"RPGR",0.306444182507759,0.778028269302078,0.097,0.096,1
"TCHH",0.306464700942056,0.703622493001824,0.018,0.016,1
"AREL1",0.30678671075792,0.457470178067164,0.017,0.019,1
"PPTC7",0.307040899431819,0.742470298419922,0.073,0.07,1
"ODF2",0.307870619051544,0.693103762352069,0.038,0.043,1
"SRP72",0.308603684451726,0.569534523944124,0.254,0.303,1
"PIGG",0.309443776771946,0.928307122881955,0.034,0.032,1
"LINC01023",0.309592528028409,1.50442612875736,0.022,0.02,1
"PNN",0.309750358646725,0.784192626999025,0.219,0.239,1
"MAPK14",0.30980692500064,0.611191188551722,0.078,0.087,1
"STAC3",0.309863905786974,0.414819490889422,0.039,0.044,1
"CC2D1B",0.310080500875634,1.085978719141,0.025,0.022,1
"DGCR8",0.310872934012047,0.814759162056412,0.015,0.013,1
"UTP15",0.310926371249017,0.621904984609206,0.026,0.029,1
"DPH6",0.310950086188046,0.449007194249048,0.048,0.053,1
"PIK3R4",0.311462309730755,0.864050030529827,0.022,0.019,1
"PBRM1",0.311711197290682,0.692791167392854,0.146,0.15,1
"GIPC2",0.311904488083015,0.657503959715335,0.02,0.023,1
"RP11-61K9.3",0.311967437313737,0.462844963699379,0.015,0.017,1
"TRIM3",0.313074129660398,0.655031609062012,0.017,0.019,1
"SEPT8",0.313417904090704,0.331663447279622,0.024,0.027,1
"STPG1",0.31368171476539,0.716167391400354,0.02,0.017,1
"COG4",0.313801262868109,0.930379310040212,0.052,0.049,1
"TMEM44",0.314261598660004,0.84370762064779,0.02,0.017,1
"PIGQ",0.314273407613382,0.900132231251148,0.04,0.037,1
"LINC00667",0.314385262437747,0.777355702033262,0.098,0.097,1
"CA13",0.314602988463178,0.663882864171259,0.013,0.011,1
"ZNF823",0.314661404800323,0.762462651264105,0.01,0.008,1
"RHOU",0.314752171526944,0.890514653341626,0.06,0.057,1
"RBL1",0.315303958795923,1.03239490653351,0.009,0.011,1
"PTGFRN",0.315834038262642,-0.168585245192031,0.013,0.015,1
"STRN",0.316154800550102,0.988159845602094,0.03,0.027,1
"FN3K",0.316773107441068,1.59476298538941,0.017,0.015,1
"NT5DC3",0.317228050347225,1.02278639875684,0.01,0.008,1
"RNF8",0.317279071262002,0.903725593825455,0.069,0.067,1
"GPR82",0.317306142153086,0.475589111612671,0.011,0.013,1
