"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"NAB2",0.317956408424677,0.779388229942229,0.054,0.052,1
"HIST1H4C",0.318232523669448,0.478183336577591,0.218,0.239,1
"RELL1",0.318975652569818,0.63715786969819,0.013,0.015,1
"CCDC142",0.319522368343831,0.663243653350934,0.012,0.014,1
"NUMBL",0.319558373292101,0.882992079799936,0.016,0.014,1
"KDM1B",0.319625052376051,0.513512938307461,0.03,0.033,1
"MGEA5",0.319745678313325,0.746231714843187,0.166,0.175,1
"LIMK2",0.319765083986686,0.557017063281537,0.031,0.035,1
"UBXN2A",0.32103745552779,1.01217419612976,0.072,0.071,1
"LINC01003",0.321085376202376,0.478186692530928,0.042,0.046,1
"ARHGAP26",0.321123219533085,0.688416041792998,0.055,0.061,1
"VPS54",0.321586077739249,0.804829737304039,0.031,0.029,1
"HSD17B7",0.321607042247861,0.614139580190596,0.051,0.057,1
"RP11-76E17.3",0.321800871829682,0.712386891113902,0.021,0.019,1
"ZNF419",0.322113355875723,0.943151784641414,0.015,0.017,1
"PEX26",0.322113964810716,0.965489645563176,0.033,0.03,1
"WAC",0.323130116996557,0.702527573052926,0.211,0.228,1
"MSL2",0.32316842340566,0.941875917788117,0.053,0.05,1
"NAP1L4",0.323441993015723,0.789930890407201,0.144,0.165,1
"SECISBP2",0.323675134877663,0.701287824669294,0.128,0.144,1
"ING1",0.323821425267815,0.479942787609762,0.088,0.096,1
"RAP2A",0.323944543468224,0.486551111933712,0.053,0.059,1
"GSR",0.324020758607213,0.630067369055552,0.025,0.029,1
"RP11-635N19.1",0.324079870853538,0.735142172947451,0.012,0.014,1
"GCDH",0.324845522326623,0.742888362411188,0.056,0.062,1
"POLA2",0.325214108246136,0.596211328083947,0.016,0.018,1
"IPPK",0.325361369585607,0.722390027620676,0.014,0.016,1
"RP11-390E23.6",0.32536877604572,0.800194311317512,0.031,0.029,1
"GORASP1",0.325616403162191,0.549167337496442,0.033,0.036,1
"ST7L",0.326316722013124,0.755532240893402,0.037,0.034,1
"ZBTB48",0.326362946310997,0.656021590321882,0.04,0.045,1
"GSK3B",0.326532187191566,0.68262107262897,0.073,0.081,1
"FBXW11",0.326849019401249,0.810238670543086,0.071,0.069,1
"NBEAL1",0.327657631543333,0.609095613733736,0.215,0.251,1
"CENPP",0.327786334784162,0.676407655469673,0.011,0.013,1
"ANKRD44",0.328161791484705,1.03112532333942,0.106,0.108,1
"MGP",0.32817636665502,0.133764210489166,0.25,0.272,1
"TCEANC2",0.328269610402755,0.452967320749449,0.013,0.015,1
"DGKZ",0.328755545752395,1.03202390315108,0.08,0.08,1
"LSM14A",0.328782609992977,0.66680616537336,0.22,0.239,1
"DCUN1D4",0.329132393727519,0.964979012874243,0.037,0.034,1
"TRAPPC13",0.329249757643133,0.549988481374966,0.046,0.051,1
"LARP4B",0.329475979046751,0.387911894093778,0.065,0.071,1
"KIF13B",0.32967928589585,1.14298859735347,0.04,0.038,1
"VPS45",0.329957854366692,0.398414977160965,0.042,0.047,1
"CSAD",0.33022647183596,1.2340738630879,0.034,0.032,1
"TRAPPC9",0.330269884230087,0.692886627335095,0.016,0.019,1
"C14orf159",0.330358806873134,0.551545006948844,0.057,0.062,1
"ACBD6",0.331234296105529,0.538551428993745,0.088,0.097,1
"CCDC58",0.331613295332594,0.250548452863507,0.044,0.049,1
"RAB33B",0.331844293990129,1.09685409223256,0.033,0.03,1
"DNTTIP1",0.331971120147708,0.547345429550123,0.125,0.139,1
"ZNF316",0.332303802117682,0.4021972293291,0.027,0.03,1
"SSB",0.332488181578927,0.377723255689313,0.365,0.439,1
"HMG20A",0.332651411664444,0.671790415973139,0.041,0.046,1
"SIDT1",0.333170297608889,0.632353613474558,0.019,0.016,1
"CLEC1A",0.333304862768021,0.803877871658834,0.026,0.024,1
"DHFR",0.333655738204771,0.615333433875833,0.026,0.023,1
"NGDN",0.333754574196065,0.630407832083459,0.132,0.149,1
"XRCC4",0.333952448705151,1.04262129370039,0.062,0.06,1
"MTM1",0.333976210883343,0.673188623714815,0.033,0.037,1
"DHPS",0.334216762429512,0.634009108781394,0.166,0.189,1
"ZNF789",0.334515801304052,0.618673274962517,0.014,0.017,1
"LDOC1",0.334682733102645,0.243479509519982,0.018,0.021,1
"FAM20B",0.335335637928957,0.908136525145947,0.031,0.029,1
"CEP170B",0.336077101012102,0.766705749450379,0.011,0.01,1
"NUDT6",0.336207347455032,0.841648700538937,0.018,0.016,1
"COMTD1",0.336225052094667,0.98926044181501,0.11,0.124,1
"YPEL4",0.336404866879607,0.762208831654793,0.01,0.009,1
"AMT",0.336801668574263,0.629297308649432,0.014,0.012,1
"RP11-147L13.11",0.336960374217231,0.487804271952164,0.013,0.016,1
"STK39",0.337063907927813,0.490911451098828,0.014,0.016,1
"ITPKB",0.33747424087339,0.547870707957148,0.029,0.033,1
"UTP3",0.337905505842191,0.514909420923687,0.087,0.084,1
"ZNF326",0.337937115066175,0.830581152510433,0.105,0.105,1
"CEP76",0.338014499944057,1.15068753930316,0.015,0.013,1
"ADAT2",0.338245835478281,0.359928100913813,0.012,0.014,1
"SARS2",0.338302182015301,0.203777926245221,0.016,0.018,1
"TUBA1A",0.338486024625544,0.387206990565206,0.375,0.41,1
"UEVLD",0.339044124587262,0.433881009931973,0.036,0.04,1
"MAPKAPK5-AS1",0.33905414688727,1.06370607157887,0.121,0.124,1
"CCDC138",0.33913635535857,0.590149114540313,0.009,0.01,1
"EXOSC9",0.339165174116682,0.554567099541313,0.07,0.076,1
"SAV1",0.339998752817305,0.489789367040956,0.119,0.119,1
"RIOK3",0.340441938396088,0.49644682684302,0.151,0.168,1
"NDUFS2",0.340514466665498,0.557215107691871,0.252,0.275,1
"ZFYVE16",0.340690259392334,0.611592216172395,0.102,0.113,1
"IQSEC2",0.340853830536645,0.611119377711282,0.027,0.024,1
"SLC4A2",0.341555988930601,0.573243183060145,0.062,0.068,1
"DPYSL3",0.341806786580081,0.352363598653941,0.036,0.039,1
"ANKRD29",0.342083756121263,0.70160877123598,0.048,0.053,1
"ARHGEF9",0.342104640978883,0.981069678306895,0.022,0.02,1
"LY75",0.342490669256267,0.418153786715836,0.019,0.021,1
"UBE4A",0.342625358917592,0.649342749959692,0.075,0.083,1
"C8orf88",0.342677055075385,1.3390832227121,0.01,0.009,1
"EXOC8",0.34312688082664,0.665181972735139,0.022,0.024,1
"DHRS12",0.343130095652694,0.722746043198851,0.044,0.042,1
"ZNF200",0.343278822247516,0.688978738860072,0.023,0.026,1
"CLCN6",0.343376767141253,0.541300127761637,0.019,0.021,1
"C17orf51",0.343473675301197,1.41212861844598,0.01,0.009,1
"ACBD5",0.343700731901059,0.650193075532973,0.06,0.067,1
"ZSCAN29",0.344035609350114,0.820651960803653,0.012,0.014,1
"PDE9A",0.344224598827737,0.944173909736987,0.01,0.008,1
"CKS1B",0.344296173748713,0.382576625800196,0.123,0.134,1
"ATP2B4",0.344404990252188,0.882282496872457,0.076,0.075,1
"GSN",0.34539243298505,0.458304458061128,0.536,0.589,1
"SCLT1",0.345472847359852,0.798939559702108,0.036,0.04,1
"ATP11B",0.345482272856639,1.1087692628217,0.064,0.063,1
"PSMC3IP",0.34550814115968,1.17048665112294,0.01,0.009,1
"ECSIT",0.345617440190441,0.569084582752506,0.093,0.103,1
"EID3",0.345835253032043,0.518063042185213,0.02,0.022,1
"NOCT",0.345926775045525,0.746865210110713,0.013,0.015,1
"DCTN3",0.346088291952745,0.633168037967535,0.295,0.339,1
"LACE1",0.346114802742554,0.556167490154577,0.011,0.013,1
"NFS1",0.346655778668999,0.711468583489689,0.027,0.03,1
"UBALD1",0.346794478905392,0.724497175901089,0.077,0.086,1
"HMOX2",0.346856322923014,0.511589700418014,0.169,0.189,1
"NCR3",0.346969088710173,1.11569209300833,0.011,0.009,1
"SSR2",0.346995098374467,0.282434416696678,0.536,0.669,1
"CTC-338M12.5",0.347229761911053,0.725786894579963,0.009,0.011,1
"TAB1",0.347555955902849,0.718894272340088,0.021,0.024,1
"UQCRH",0.347700727899815,0.151501754686252,0.646,0.805,1
"CHURC1",0.347742985290892,0.422470020830215,0.334,0.4,1
"ENO2",0.348113594581839,1.26340787381925,0.03,0.034,1
"PDE7A",0.348263712527185,0.503523983459046,0.046,0.05,1
"TRIP12",0.34832351417079,0.586442292454358,0.127,0.141,1
"EFTUD1",0.348466508722563,0.473721767396537,0.016,0.018,1
"GCN1",0.348467429568811,0.620418025563478,0.025,0.028,1
"ACP6",0.348549053596258,1.22528946690203,0.014,0.012,1
"CCDC69",0.349373289882543,0.908167642914659,0.142,0.163,1
"SLC25A29",0.349385816984814,0.718841658190759,0.034,0.031,1
"RP11-426C22.5",0.349674145192574,0.177142121116463,0.021,0.024,1
"PALD1",0.349862527289738,0.367573638169417,0.019,0.021,1
"FASTKD3",0.350207163325486,0.908430600627724,0.021,0.019,1
"PPT2",0.350387388740389,0.936798889477603,0.008,0.01,1
"TSPAN32",0.350583996777587,0.547722404140445,0.016,0.018,1
"L3HYPDH",0.350772873773224,0.963128589449993,0.027,0.024,1
"SBF1",0.350841034693665,0.397190405332607,0.02,0.023,1
"PDE8A",0.350876603203632,0.333267885611385,0.049,0.053,1
"ERCC3",0.35140548531404,1.1336803587377,0.049,0.047,1
"HAUS2",0.351450523267872,0.730701308306792,0.093,0.092,1
"PISD",0.351835459368965,0.824074404496361,0.057,0.064,1
"LINC00294",0.352980776763711,0.55922346663253,0.009,0.011,1
"CBX7",0.353058171242762,1.29143649139301,0.038,0.036,1
"STAP2",0.353177126826425,0.717139876165593,0.021,0.019,1
"C17orf80",0.353602656319437,0.77843918955253,0.016,0.018,1
"FAN1",0.353861697996514,0.905353244521485,0.015,0.017,1
"PARP16",0.354037955036383,1.13236699601346,0.015,0.013,1
"ADORA3",0.354277900138101,0.777896769563263,0.025,0.023,1
"GSTM4",0.354356225286165,0.802883041267215,0.052,0.058,1
"MFAP1",0.354552732400556,0.853655105004291,0.107,0.108,1
"SETD9",0.354640026401313,0.68865738819758,0.051,0.048,1
"UHRF1BP1",0.354652612113186,0.780243549105816,0.018,0.016,1
"ENDOV",0.354683594727518,0.773845958968151,0.056,0.062,1
"COA5",0.355075683822391,0.830223332700062,0.107,0.108,1
"PNPLA2",0.355125643595105,0.79237803598442,0.17,0.18,1
"ARL5A",0.355546827423996,0.499318734411412,0.28,0.335,1
"ATXN7L3",0.355620930121935,0.604126481926527,0.02,0.023,1
"ASB8",0.355945912151662,1.02159506000234,0.081,0.081,1
"ROM1",0.35701122983301,0.377948576133801,0.02,0.023,1
"PANK4",0.357169592429338,0.725720076133292,0.019,0.022,1
"AGGF1",0.357253422292532,0.64639778263582,0.082,0.09,1
"PSMD12",0.357712038259212,0.583796152550043,0.193,0.22,1
"PIEZO1",0.357962718889264,0.716213789772087,0.057,0.063,1
"YEATS4",0.358346118207318,0.636030819963534,0.085,0.083,1
"SNX4",0.358659676313769,0.617094665652973,0.119,0.121,1
"ACTR2",0.358696503938491,0.403382204742557,0.405,0.472,1
"UBP1",0.358989570156322,0.476152776799244,0.052,0.057,1
"ASH2L",0.35952922223684,0.835675364904366,0.059,0.056,1
"THUMPD3",0.359706490265563,0.893426106920916,0.073,0.072,1
"MDN1",0.359779563937212,0.850894712231256,0.024,0.022,1
"INTS6-AS1",0.36007328469913,1.4794072772322,0.013,0.011,1
"ACTA2",0.360224783804613,1.1232330335968,0.101,0.1,1
"ARIH2",0.360318953997633,0.773968890871347,0.119,0.134,1
"ZNF10",0.36043189367941,0.859375043902291,0.019,0.021,1
"SURF6",0.361186284700371,0.584652852944048,0.057,0.063,1
"NDUFS4",0.36148869008052,0.458833988680789,0.289,0.341,1
"ZNF213",0.361497520378628,0.652640131187605,0.009,0.011,1
"FAM219A",0.361526011875508,0.829655441924667,0.017,0.015,1
"HNRNPU-AS1",0.361731064717373,0.656512087828162,0.1,0.099,1
"PAXIP1-AS1",0.361969143439505,0.692256002594276,0.023,0.026,1
"RP11-443B7.1",0.362460547076445,0.464656220259294,0.016,0.018,1
"NME6",0.362678458148083,0.499975398615962,0.043,0.047,1
"CCDC146",0.363480065867868,0.793564158825441,0.008,0.01,1
"PRR11",0.364117815021609,0.704087197799718,0.008,0.01,1
"CD300LF",0.364214390739541,0.264852784002242,0.081,0.077,1
"RP5-1136G13.2",0.364396919806688,0.493739370339663,0.009,0.011,1
"C6orf226",0.364682355387816,0.961058604056586,0.065,0.063,1
"ULK1",0.365028911266395,0.926103485779898,0.026,0.024,1
"MROH6",0.365094737307176,0.776025458474045,0.012,0.01,1
"C6orf223",0.365459479181153,-0.370876070248237,0.009,0.01,1
"RFX3",0.365767905193317,0.731383929662262,0.021,0.024,1
"TASP1",0.365981226470522,0.55402482550855,0.029,0.032,1
"VEGFB",0.366363063430357,0.609399611056638,0.053,0.058,1
"NCAPD2",0.366630951476327,0.434391225823641,0.013,0.015,1
"MARCH6",0.366918880660108,0.695411256663033,0.157,0.18,1
"SF3B2",0.36741941962518,0.623257273234147,0.323,0.379,1
"ATP5C1",0.367708488450786,0.260371396491501,0.474,0.563,1
"ZNF790",0.368130344930734,0.852182543873663,0.013,0.015,1
"SNIP1",0.368886015966672,0.97135305194135,0.032,0.029,1
"LNP1",0.36894220029716,1.20522830375594,0.009,0.011,1
"ZNF273",0.368964936023398,0.533563475364856,0.011,0.013,1
"NOVA1",0.369032168233778,0.827082974554686,0.011,0.01,1
"RC3H1",0.369254849964939,0.738784093201049,0.065,0.071,1
"CDC37L1-AS1",0.369360076414583,0.667412618174069,0.008,0.01,1
"SLC35D2",0.369518690651814,0.810020648162815,0.028,0.026,1
"EXOC3",0.36961525619338,0.727932421672167,0.059,0.057,1
"BRCA1",0.36968493367412,1.26993569160552,0.01,0.009,1
"STIM1",0.37042404266779,0.684656015477104,0.039,0.043,1
"SCIMP",0.370473096712606,0.201286196489925,0.062,0.067,1
"XYLT1",0.370782781336063,0.8048076563407,0.011,0.013,1
"RETSAT",0.370826986163132,0.454024290073285,0.033,0.037,1
"EXD2",0.371232406026965,0.781491266501518,0.024,0.027,1
"ADPRM",0.371685323200519,0.700380027933394,0.036,0.033,1
"USP31",0.372332847759141,0.538850859200133,0.015,0.018,1
"FXR2",0.372565080362447,0.668744041469224,0.03,0.028,1
"FAM227B",0.373285764942318,0.974843789544858,0.009,0.011,1
"MID1",0.373526058930361,0.362184162550074,0.021,0.024,1
"TOPORS",0.374408062263534,0.749188827505797,0.135,0.152,1
"LINC00094",0.375072130120667,0.632749877411561,0.012,0.014,1
"AC023590.1",0.3751063311393,0.900695354314786,0.014,0.012,1
"RNASE4",0.375164102770004,0.804277528671801,0.021,0.024,1
"WDR91",0.37535243496118,0.679929861519228,0.03,0.028,1
"METTL2A",0.375409702546557,0.691233019825847,0.036,0.039,1
"ARHGEF6",0.375470855731633,0.961635276196642,0.049,0.047,1
"GAS7",0.37604655000425,0.742925546021535,0.063,0.069,1
"UBXN8",0.376257421711296,0.717868206401933,0.045,0.042,1
"EPHA4",0.376497440363204,0.688670364213382,0.016,0.014,1
"MFSD13A",0.376858695912414,0.486878520059919,0.039,0.036,1
"ZNF516",0.377410336586285,0.804126880690636,0.023,0.021,1
"TSPAN14",0.377753465634438,0.643558195014252,0.161,0.182,1
"COG6",0.377970712909395,0.683695439049485,0.029,0.032,1
"CCDC137",0.378060095712745,0.768591456850031,0.057,0.063,1
"TUSC1",0.378345140092273,0.586935122678114,0.036,0.033,1
"MARK4",0.378736880086695,0.671672707826957,0.021,0.023,1
"HEATR6",0.379179415603794,0.858489625856172,0.018,0.016,1
"CTC-444N24.8",0.379441861746506,1.44897895757408,0.01,0.008,1
"GNA14",0.379704662099969,1.09657092046531,0.021,0.019,1
"APOL6",0.379777077426736,1.03705112757655,0.137,0.144,1
"ABHD14B",0.379994808134466,0.660581118131644,0.164,0.171,1
"PIGV",0.380325801070427,0.982794334377286,0.026,0.024,1
"C1QTNF2",0.380722618876497,0.622062904290775,0.011,0.009,1
"ZNF280D",0.381175053735119,0.807233940209775,0.083,0.092,1
"SPRTN",0.381280857266299,1.08834743542065,0.041,0.039,1
"MYO15B",0.381463976543773,0.741374255139341,0.016,0.014,1
"PRRC2B",0.381759586209182,0.80074382417515,0.081,0.08,1
"TBC1D13",0.38208425811927,0.687818673835843,0.017,0.019,1
"TSG101",0.382171176398246,0.52356875878104,0.213,0.244,1
"C20orf96",0.382206027833546,1.00312276034975,0.02,0.018,1
"XPNPEP3",0.382399434294055,0.817101089090088,0.035,0.039,1
"RP11-708J19.1",0.382584680373614,0.84354647001285,0.018,0.02,1
"USP30",0.383289799672173,0.976735911209103,0.017,0.015,1
"SIDT2",0.383868544014569,0.465398906216897,0.062,0.059,1
"CLIP4",0.3838946665315,0.476571180179981,0.069,0.075,1
"ZMAT5",0.384268091515636,0.511862941072504,0.094,0.103,1
"HARS2",0.384311577793089,0.465574804928924,0.026,0.028,1
"TBK1",0.384330201794089,0.723298026252253,0.09,0.1,1
"DPP8",0.384368819816306,0.858759512225877,0.09,0.089,1
"ITGA6",0.384564884674819,1.14054640653706,0.086,0.097,1
"TECR",0.384635662836754,0.572663652391322,0.284,0.345,1
"TXNDC9",0.385609103854468,0.537275171205661,0.146,0.162,1
"SPG7",0.386200522589981,0.79528851725371,0.087,0.086,1
"FHL5",0.386359091110384,0.675642011261417,0.017,0.019,1
"NAALADL1",0.386482734680119,0.695955600571914,0.022,0.025,1
"IRAK3",0.386525278948716,0.504340621197118,0.176,0.182,1
"C16orf72",0.387026130334542,0.640620156094097,0.15,0.169,1
"C6orf203",0.387045219395418,0.944708900031141,0.048,0.046,1
"ACTR1B",0.387949256260283,0.730304093305668,0.09,0.099,1
"RP11-1017G21.5",0.388500282235961,0.841915751263138,0.013,0.012,1
"MBD3",0.388623172385373,0.481384010719117,0.047,0.051,1
"WDR20",0.388647249334664,0.992294045200683,0.055,0.053,1
"SNAPIN",0.388657963815383,0.548760574846741,0.158,0.176,1
"ADCK5",0.389272000516939,0.533099669174709,0.019,0.021,1
"CPEB3",0.389336659650033,0.921823914550688,0.022,0.02,1
"IGSF8",0.389356198031761,1.04344059203682,0.049,0.054,1
"SPATA33",0.389458524732142,0.791480404655798,0.028,0.031,1
"VPS37A",0.389807111348087,0.638298287685864,0.094,0.103,1
"MAP3K12",0.389962838702668,0.532513884476059,0.014,0.016,1
"SHROOM4",0.390088435823431,0.933509553505371,0.048,0.046,1
"ZNF347",0.390915969809799,1.00078011591266,0.017,0.016,1
"FAM50B",0.391049753385242,0.906478467849324,0.034,0.032,1
"IRS1",0.391614570235439,1.27209772152655,0.017,0.02,1
"GBP2",0.392105050917426,0.356684532052116,0.15,0.165,1
"FBXO7",0.392559027372713,0.566109653757092,0.202,0.231,1
"RAB5A",0.392663956898416,0.677386788865562,0.214,0.249,1
"SMNDC1",0.392770485771153,0.68606009431901,0.108,0.12,1
"TTC9",0.393223457519671,0.414085238179158,0.009,0.01,1
"ZNF16",0.394268043274156,1.33978962376022,0.014,0.012,1
"TTC23",0.394500308163237,0.756229282058031,0.01,0.009,1
"ARMCX5",0.394827096278502,1.04861104038815,0.027,0.025,1
"PLCB1",0.394959566937403,0.688104674658577,0.017,0.019,1
"UBA3",0.395249314297158,0.565966699750392,0.112,0.123,1
"BLVRA",0.395393087855941,0.358809846548742,0.234,0.247,1
"CLCN5",0.395728261377687,0.52833294033536,0.017,0.015,1
"ZNF468",0.3958753717864,0.696319215519977,0.014,0.016,1
"CLDND1",0.396127324604134,0.657991056194456,0.165,0.187,1
"CBFA2T2",0.396524120122892,0.574720989859139,0.028,0.031,1
"SLC46A1",0.397466823698085,0.584228165844859,0.012,0.014,1
"DHX35",0.397635368301207,0.757679359894204,0.013,0.011,1
"EML4",0.399174090282048,0.563178184831627,0.181,0.187,1
"RGS18",0.400189637358489,0.370674146126729,0.027,0.029,1
"TMEM60",0.400209356163796,0.570673708299217,0.125,0.126,1
"IL1R1",0.400627035412608,0.373269547810207,0.104,0.112,1
"CEP120",0.400827849173161,1.17251805582261,0.027,0.025,1
"DDO",0.401338751093402,0.343304809053067,0.011,0.01,1
"UNG",0.401713936379013,0.634430903336072,0.036,0.034,1
"SUGP2",0.401780569226086,0.941893050161646,0.061,0.059,1
"CHMP2B",0.40183542441561,0.418734797058579,0.233,0.265,1
"CAMSAP1",0.402367772935873,0.57383663267636,0.032,0.029,1
"ZNF568",0.402540311516395,0.819151175978546,0.011,0.013,1
"ETV2",0.403243416246242,0.767084211863612,0.014,0.016,1
"PEX16",0.403488730845004,0.655106293629465,0.115,0.127,1
"SNAPC4",0.40351830928621,0.651540449852733,0.01,0.012,1
"ABHD2",0.403708744930372,0.359315713577158,0.117,0.127,1
"NCBP2-AS2",0.403909312948861,0.577130117534598,0.103,0.113,1
"PAPSS2",0.404946897593758,0.752388243212901,0.139,0.145,1
"RBM27",0.405154195813479,0.803639218994962,0.037,0.034,1
"CPE",0.40532133877057,-0.518594542988124,0.067,0.062,1
"URB1-AS1",0.405402325755338,0.747423274367902,0.021,0.019,1
"FKBP7",0.405839147397548,0.927693196045205,0.046,0.051,1
"C15orf61",0.406670047950315,0.871827146308449,0.101,0.102,1
"C1orf27",0.406719808408988,0.890041154625696,0.082,0.081,1
"KPNA6",0.407483205279307,0.6394430454009,0.098,0.108,1
"CDC27",0.408371434400911,0.879844299211284,0.106,0.108,1
"C1orf131",0.408745007437059,0.718223362381077,0.073,0.08,1
"CARD10",0.408770885971057,0.411709516451864,0.008,0.01,1
"SORBS3",0.409066440681706,0.525728066382202,0.089,0.097,1
"SEC63",0.409069319878683,0.668587557729806,0.234,0.277,1
"SETD7",0.409089403952,0.53041637194822,0.063,0.068,1
"FAM185A",0.409152538219084,0.607930077881703,0.015,0.014,1
"MPC1",0.409897580671297,0.534600346379937,0.245,0.286,1
"NRDE2",0.410283922684016,0.916801396435026,0.049,0.047,1
"MTMR9",0.410764537406913,0.667234417841392,0.055,0.06,1
"CASC3",0.410926642275684,0.689427080727537,0.082,0.09,1
"ZNF839",0.41137262543822,1.02218151445063,0.009,0.011,1
"USP51",0.41144344599754,0.927160134052977,0.014,0.013,1
"STIM2",0.411767422512415,1.00468260428047,0.07,0.078,1
"ABR",0.41208162539743,0.380908293907699,0.055,0.059,1
"RAD51B",0.412145783612905,0.555320717785237,0.013,0.014,1
"PLCXD1",0.412251466885912,0.957206124190372,0.048,0.046,1
"ZNF212",0.413708563283528,0.831738846431009,0.013,0.015,1
"HDAC7",0.414201630273719,0.882013217531076,0.086,0.086,1
"PRKCA",0.414312906399679,0.821351756005654,0.032,0.03,1
"ALG6",0.414513067820993,0.669104651227316,0.03,0.033,1
"STARD3NL",0.415829619905537,0.525269780800311,0.19,0.199,1
"ZNF558",0.416467551458844,1.07694656167733,0.012,0.011,1
"FAM118B",0.416848905647405,0.602057417401404,0.043,0.047,1
"ETFDH",0.417321039762828,0.591305437476343,0.065,0.071,1
"COPS2",0.417627903173565,0.673787499640565,0.172,0.196,1
"KCNQ1",0.418149834207134,0.627250225525379,0.034,0.031,1
"ORMDL1",0.41955124147441,0.622047763328,0.248,0.293,1
"FAM45A",0.419795189093934,0.861648480076685,0.131,0.148,1
